name,height,weight,reach,stance,wins,losses,draws
Junior,Tafa,The Juggernaut,"6' 3""",205 lbs.,"75.0""",Orthodox,6
Khalid,Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,13
Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23
Tatsuro,Taira,,"5' 7""",125 lbs.,"70.0""",Orthodox,17
Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,27
Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,2
Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,30
Yoko,Takahashi,,"5' 8""",150 lbs.,--,,15
Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,12
Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,21
Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,1
Makoto,Takimoto,,"5' 7""",205 lbs.,--,Southpaw,6
Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,17
Payton,Talbott,,"5' 10""",135 lbs.,"70.0""",Switch,10
Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,15
Murtaza,Talha,,"6' 0""",185 lbs.,"74.0""",Orthodox,6
Tsuyoshi,Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,0
Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10
Kiyoshi,Tamura,,"5' 11""",185 lbs.,--,Southpaw,32
Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,21
Issei,Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,10
Jason,Tan,,"5' 10""",170 lbs.,--,Orthodox,5
Akihito,Tanaka,Kinniku Mantaro,--,--,--,Southpaw,2
Michinori,Tanaka,,"5' 5""",135 lbs.,"67.0""",Orthodox,11
Evan,Tanner,,"6' 0""",185 lbs.,"74.0""",Orthodox,32
Kasey,Tanner,,"5' 7""",135 lbs.,"69.0""",Orthodox,6
Otari,Tanzilovi,,"5' 10""",135 lbs.,"70.0""",Orthodox,9
Manny,Tapia,The Mangler,"5' 5""",135 lbs.,"67.0""",Orthodox,12
Gary,Tapusoa,,"5' 7""",185 lbs.,--,,8
Miesha,Tate,Cupcake,"5' 6""",135 lbs.,"65.0""",Orthodox,20
Aaron,Tau,Tauzemup,"5' 4""",125 lbs.,"66.0""",Switch,10
Deividas,Taurosevicius,,"5' 9""",145 lbs.,"68.0""",Southpaw,17
Thiago,Tavares,,"5' 7""",145 lbs.,"70.0""",Orthodox,21
Jeremy,Tavares,,--,135 lbs.,--,,1
Brad,Tavares,,"6' 1""",185 lbs.,"74.0""",Orthodox,21
Ramon,Taveras,The Savage,"5' 8""",135 lbs.,"70.0""",Southpaw,10
Paul,Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11
Jesse,Taylor,JT Money,"6' 0""",170 lbs.,"73.0""",Orthodox,31
Torrance,Taylor,,"5' 7""",155 lbs.,--,,13
Louis,Taylor,Handgunz,"5' 11""",185 lbs.,--,Orthodox,13
Anthony,Taylor,Pretty Boy,"5' 7""",145 lbs.,--,,1
Danielle,Taylor,Dynamite,"5' 0""",115 lbs.,"60.0""",Orthodox,9
J.T,Taylor,The Outlaw,"5' 10""",--,--,,7
James,Te Huna,,"6' 2""",185 lbs.,"75.0""",Orthodox,16
Cam,Teague,Chaos,"5' 10""",145 lbs.,"69.0""",Orthodox,7
Shawn,Teed,,"6' 5""",265 lbs.,--,Orthodox,5
Glover,Teixeira,,"6' 2""",205 lbs.,"76.0""",Orthodox,33
John,Teixeira,Macapa,"5' 7""",145 lbs.,--,Orthodox,21
Ewerton,Teixeira,,"6' 1""",242 lbs.,--,,3
Tallison,Teixeira,Xicao,"6' 7""",258 lbs.,"83.0""",Orthodox,8
Tra,Telligman,Trauma,"6' 2""",233 lbs.,--,Orthodox,7
Ramazan,Temirov,Temurlan,"5' 4""",125 lbs.,"63.0""",Orthodox,19
Taneisha,Tennant,Triple Threat,"5' 7""",145 lbs.,"70.0""",Orthodox,5
Herman,Terrado,,--,170 lbs.,--,,15
Dave,Terrel,The Bionic,"5' 8""",170 lbs.,--,Southpaw,7
David,Terrell,The Soul Assassin,"6' 1""",185 lbs.,--,Southpaw,6
James,Terry,Intensity,"5' 10""",170 lbs.,--,Orthodox,19
Jeff,Terry,,"6' 2""",205 lbs.,--,,2
David,Teymur,,"5' 9""",155 lbs.,"73.0""",Southpaw,8
Daniel,Teymur,Kid Dynamite,"5' 5""",145 lbs.,"69.0""",Orthodox,7
Motonobu,Tezuka,,"5' 7""",135 lbs.,--,Southpaw,28
Jason,Thacker,,"5' 10""",185 lbs.,--,Orthodox,0
Alexia,Thainara,Burguesinha,"5' 4""",115 lbs.,"67.0""",Orthodox,12
Brandon,Thatch,Rukus,"6' 2""",170 lbs.,"74.0""",Switch,11
Elias,Theodorou,The Spartan,"6' 1""",185 lbs.,"75.0""",Orthodox,16
Nik,Theotikos,,--,185 lbs.,--,Orthodox,6
Paulo,Thiago,,"5' 11""",170 lbs.,"74.0""",Orthodox,18
Colby,Thicknesse,Slickness,"5' 7""",135 lbs.,"69.0""",Orthodox,7
Din,Thomas,Dinyero,"5' 9""",155 lbs.,--,Orthodox,26
Ryan,Thomas,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,20
Noah,Thomas,,"5' 9""",135 lbs.,--,Orthodox,14
Joel,Thomas,The NIce Guy,"5' 10""",170 lbs.,--,,5
Treston,Thomison,,"5' 8""",145 lbs.,--,,10
Nick,Thompson,The Goat,"6' 1""",170 lbs.,"74.0""",Orthodox,38
James,Thompson,The Colossus,"6' 5""",265 lbs.,--,Orthodox,20
Oli,Thompson,,"6' 1""",242 lbs.,"75.0""",Orthodox,17
Stephen,Thompson,Wonderboy,"6' 0""",170 lbs.,"75.0""",Orthodox,17
Josh,Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,22
Simeon,Thoresen,The Grin,"6' 1""",170 lbs.,"79.0""",Orthodox,17
Josh,Thornburg,,"6' 0""",170 lbs.,--,,8
Ti,Haitao,,--,135 lbs.,--,,16
Gleison,Tibau,,"5' 10""",155 lbs.,"71.0""",Southpaw,33
Chris,Tickle,BadBoy,"5' 9""",155 lbs.,--,,9
Nolan,Ticman,,"5' 6""",125 lbs.,--,Orthodox,4
Darren,Till,The Gorilla,"6' 0""",185 lbs.,"74.0""",Southpaw,18
Brett,Tillis,,--,145 lbs.,--,,0
Rio,Tirto,,"5' 4""",125 lbs.,"66.0""",Switch,8
Denis,Tiuliulin,,"6' 1""",185 lbs.,"77.0""",Orthodox,10
Ryan,Tobar,,--,155 lbs.,--,,3
Rafael,Tobias,Bipolar,--,205 lbs.,--,,13
Andrew,Todhunter,The Sniper,"6' 0""",185 lbs.,--,Switch,8
Dusko,Todorovic,Thunder,"6' 1""",185 lbs.,"74.0""",Orthodox,12
Tuco,Tokkos,,"6' 4""",205 lbs.,"76.0""",Orthodox,11
Hideo,Tokoro,,"5' 7""",135 lbs.,--,Orthodox,34
Anatoly,Tokov,,"5' 10""",185 lbs.,--,,25
Kazuki,Tokudome,,"5' 11""",155 lbs.,"73.0""",Southpaw,18
Puja,Tomar,Cyclone,"5' 4""",115 lbs.,"59.0""",Southpaw,9
Tyler,Toner,,"5' 8""",145 lbs.,"70.0""",Orthodox,15
James,Toney,Lights Out,"5' 9""",220 lbs.,--,Orthodox,0
Masanori,Tonooka,,"5' 8""",185 lbs.,--,Orthodox,1
Carl,Toomey,,--,--,--,,3
Ilia,Topuria,El Matador,"5' 7""",155 lbs.,"69.0""",Orthodox,17
Aleksandre,Topuria,El Conquistador,"5' 7""",135 lbs.,"68.0""",Orthodox,6
Anthony,Torres,The Crush,"5' 8""",170 lbs.,--,Orthodox,5
Miguel,Torres,,"5' 9""",135 lbs.,"76.0""",Orthodox,44
Ronys,Torres,,"5' 7""",155 lbs.,--,Orthodox,35
Haven,Torres,,--,125 lbs.,--,,0
Alex,Torres,Rolo,"5' 10""",145 lbs.,--,Orthodox,5
Abram,Torres,,"5' 10""",170 lbs.,--,,4
Jose,Torres,Shorty,"5' 4""",125 lbs.,"65.0""",Orthodox,8
Desmond,Torres,,"5' 6""",135 lbs.,"69.0""",Orthodox,7
Manuel,Torres,El Loco,"5' 10""",155 lbs.,"73.0""",Switch,16
Eduardo,Torres Caut,Cyborg,"5' 7""",135 lbs.,"70.0""",Orthodox,16
Salim,Touahri,Grizzly,"5' 10""",170 lbs.,"72.0""",Orthodox,10
Dequan,Townsend,The Tarantula,"6' 3""",205 lbs.,"79.0""",Orthodox,21
Minoru,Toyonaga,,"5' 11""",195 lbs.,--,Southpaw,2
Slim,Trabelsi,,"6' 3""",235 lbs.,--,,5
Roberto,Traven,Spider,"6' 3""",227 lbs.,--,Orthodox,6
Bryan,Travers,,--,155 lbs.,--,,15
Alexander,Trevino,,--,170 lbs.,--,,7
Francisco,Trevino,Sitkayan,"5' 9""",155 lbs.,"70.0""",Orthodox,13
Angelo,Trevino,Baby Monsta,"5' 11""",170 lbs.,--,Switch,7
Frank,Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71.0""",Southpaw,21
Francisco,Trinaldo,Massaranduba,"5' 9""",170 lbs.,"70.0""",Southpaw,28
Damien,Trites,The Omen,"5' 11""",165 lbs.,--,,7
Michael,Trizano,The Lone Wolf,"5' 11""",145 lbs.,"71.0""",Orthodox,11
Antonio,Trocoli,Malvado,"6' 6""",185 lbs.,"79.0""",Orthodox,12
Tor,Troeng,The Hammer,"6' 2""",185 lbs.,--,Orthodox,16
Aaron,Trujillo,,"5' 5""",125 lbs.,--,,0
Reynaldo,Trujillo,The Truth,"5' 9""",155 lbs.,--,,21
Abel,Trujillo,Killa,"5' 8""",155 lbs.,"70.0""",Orthodox,15
Arman,Tsarukyan,Ahalkalakets,"5' 7""",155 lbs.,"72.0""",Orthodox,22
Rei,Tsuruya,,"5' 6""",125 lbs.,"68.0""",Orthodox,10
Chris,Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76.0""",Orthodox,21
Jon,Tuck,Super Saiyan,"5' 11""",155 lbs.,"73.0""",Orthodox,10
Gavin,Tucker,Guv'nor,"5' 6""",145 lbs.,"66.0""",Southpaw,13
Jumabieke,Tuerxun,The Wild Wolf,"5' 7""",135 lbs.,--,Orthodox,19
Tom,Tuggle,The Law,"6' 2""",250 lbs.,--,Orthodox,0
Blair,Tugman,,"6' 0""",135 lbs.,--,,10
Tai,Tuivasa,Bam Bam,"6' 2""",264 lbs.,"75.0""",Southpaw,15
Zubaira,Tukhugov,Warrior,"5' 8""",155 lbs.,"68.0""",Orthodox,20
Teila,Tuli,,"6' 0""",430 lbs.,--,Orthodox,0
Marco,Tulio,Matuto,"6' 0""",185 lbs.,"74.0""",Orthodox,14
Nyamjargal,Tumendemberel,Art of Knockout,"5' 7""",125 lbs.,"71.0""",Orthodox,8
Albert,Tumenov,Einstein,"5' 11""",170 lbs.,"73.0""",Orthodox,18
Ricky,Turcios,,"5' 9""",135 lbs.,"71.0""",Orthodox,13
Anton,Turkalj,The Pleasure Man,"6' 4""",205 lbs.,"78.0""",Orthodox,8
Wellington,Turman,The Prodigy,"6' 0""",170 lbs.,"72.0""",Orthodox,18
Courtney,Turner,,"6' 2""",170 lbs.,--,,0
Jalin,Turner,The Tarantula,"6' 3""",155 lbs.,"77.0""",Southpaw,14
Austin,Tweedy,,"5' 9""",155 lbs.,--,Orthodox,8
Marcin,Tybura,Tybur,"6' 3""",249 lbs.,"78.0""",Orthodox,27
Raphael,Uchegbu,,--,135 lbs.,--,,10
Takeru,Uchida,,"5' 5""",125 lbs.,"68.0""",Southpaw,6
Alberto,Uda,,"6' 3""",185 lbs.,--,Orthodox,12
Ryuki,Ueyama,,"5' 11""",180 lbs.,--,Southpaw,12
Christian,Uflacker,,"5' 11""",170 lbs.,--,,5
Andy,Uhrich,,"6' 0""",170 lbs.,--,,11
Tagir,Ulanbekov,,"5' 7""",125 lbs.,"70.0""",Southpaw,17
Carlos,Ulberg,Black Jag,"6' 4""",205 lbs.,"77.0""",Orthodox,13
Gasan,Umalatov,Cobra,"5' 11""",170 lbs.,"71.0""",Orthodox,17
Jeremy,Umphries,,--,160 lbs.,--,,5
Zach,Underwood,,"6' 2""",185 lbs.,--,,13
Caol,Uno,Uno Shoten,"5' 7""",155 lbs.,"70.0""",Southpaw,33
Kengo,Ura,Uraken,"5' 9""",165 lbs.,--,,14
Logan,Urban,Hulk,"6' 0""",170 lbs.,"72.0""",Orthodox,5
Hector,Urbina,El Toro,"5' 11""",170 lbs.,"73.0""",Orthodox,17
Elias,Urbina,,"6' 3""",185 lbs.,"77.0""",Southpaw,3
Gilbert,Urbina,The RGV Bad Boy,"6' 3""",170 lbs.,"75.0""",Orthodox,7
Guilherme,Uriel,Urso,--,265 lbs.,--,,6
Nick,Urso,,"5' 6""",125 lbs.,"66.0""",Southpaw,10
Yasuhiro,Urushitani,,"5' 5""",125 lbs.,--,Southpaw,21
Sho Patrick,Usami,Savage,"5' 9""",155 lbs.,"70.0""",Orthodox,4
Kamaru,Usman,The Nigerian Nightmare,"6' 0""",170 lbs.,"76.0""",Switch,21
Mohammed,Usman,The Motor,"6' 2""",239 lbs.,"79.0""",Orthodox,12
Darren,Uyenoyama,BC,"5' 6""",125 lbs.,"65.0""",Orthodox,10
Richie,Vaculik,Vas,"5' 6""",125 lbs.,"69.0""",Orthodox,10
Rashid,Vagabov,,--,125 lbs.,--,,13
Artem,Vakhitov,,"6' 1""",205 lbs.,"75.0""",Orthodox,3
Egidijus,Valavicius,,"6' 0""",200 lbs.,--,Orthodox,29
Genaro,Valdez,Rayadito,"5' 9""",155 lbs.,"72.0""",Orthodox,10
Charlie,Valencia,,"5' 3""",135 lbs.,"64.0""",Orthodox,12
Robert,Valentin,Robzilla,"6' 2""",185 lbs.,"77.0""",Orthodox,11
Victor,Valenzuela,Joe Boxer,"5' 10""",155 lbs.,--,,13
Ivan,Valenzuela,Bam Bam,"6' 2""",185 lbs.,"77.0""",Orthodox,8
Timur,Valiev,Lucky,"5' 6""",135 lbs.,"67.0""",Orthodox,18
Victor,Valimaki,The Matrix,"6' 0""",205 lbs.,--,Orthodox,18
Andrew,Valladerez,,--,135 lbs.,--,,5
Kevin,Vallejos,El Chino,"5' 7""",145 lbs.,"68.0""",Switch,16
Isaac,Vallie-Flagg,,"5' 8""",155 lbs.,"70.0""",Orthodox,16
Joshua,Van,The Fearless,"5' 5""",125 lbs.,"65.0""",Orthodox,15
Mike,van Arsdale,,"6' 2""",205 lbs.,--,Switch,8
Matt,Van Buren,Gutter,"6' 5""",205 lbs.,--,,7
Ron,van Clief,The Black Dragon,"5' 10""",190 lbs.,--,Orthodox,0
Lloyd,Van Dams,,"6' 1""",240 lbs.,--,Southpaw,0
Alain,Van der Merckt,Top Boy,--,185 lbs.,--,,8
Cameron,VanCamp,Jumpman,"6' 2""",155 lbs.,"74.0""",Switch,15
Chad,Vance,,"6' 0""",185 lbs.,--,Orthodox,7
Jared,Vanderaa,,"6' 4""",265 lbs.,"80.0""",Orthodox,12
Austin,Vanderford,,"5' 11""",170 lbs.,"74.0""",Orthodox,13
Lando,Vannata,Groovy,"5' 9""",155 lbs.,"71.0""",Orthodox,12
Paige,VanZant,12 Gauge,"5' 4""",115 lbs.,"65.0""",Orthodox,8
Paul,Varelans,The Polar Bear,"6' 8""",300 lbs.,--,Orthodox,9
Kazula,Vargas,,"5' 8""",155 lbs.,"71.0""",Southpaw,12
Jamie,Varner,,"5' 8""",155 lbs.,"71.0""",Orthodox,21
Guilherme,Vasconcelos,Bomba,"6' 0""",185 lbs.,--,Orthodox,9
Linton,Vassell,The Swarm,"6' 4""",205 lbs.,--,,18
Billy,Vaughan,,"5' 6""",155 lbs.,--,,12
Yuri,Vaulin,,"6' 4""",197 lbs.,--,Southpaw,0
Javier,Vazquez,Showtime,"5' 7""",145 lbs.,"69.0""",Southpaw,16
Manny,Vazquez,,"5' 10""",125 lbs.,"72.0""",Orthodox,11
Matt,Veach,,"5' 11""",155 lbs.,--,Orthodox,17
Joe,Vedepo,The Doctor,"6' 0""",185 lbs.,--,Orthodox,18
Kelly,Velasco,Killer,"5' 9""",135 lbs.,--,Orthodox,2
Greg,Velasco,The Viking King,"6' 2""",265 lbs.,"70.0""",Southpaw,6
Cain,Velasquez,,"6' 1""",240 lbs.,"77.0""",Orthodox,14
David,Velasquez,Little,"5' 5""",145 lbs.,--,Orthodox,10
Bojan,Velickovic,Serbian Steel,"6' 0""",170 lbs.,"76.0""",Southpaw,15
Karlos,Vemola,,"6' 0""",185 lbs.,"75.0""",Orthodox,17
Luigi,Vendramini,The Italian Stallion,"5' 8""",155 lbs.,"73.0""",Orthodox,9
Jerrel,Venetiaan,,"6' 1""",195 lbs.,--,Orthodox,4
Scott,Ventimiglia,Meant to Kill Ya,"5' 11""",185 lbs.,--,,14
Brandon,Vera,The Truth,"6' 3""",230 lbs.,"78.0""",Orthodox,15
Kerry,Vera,,"5' 7""",135 lbs.,--,Orthodox,2
Marlon,Vera,Chito,"5' 8""",135 lbs.,"70.0""",Switch,23
Carlos,Vera,Pequeno,"5' 6""",135 lbs.,"69.0""",Orthodox,12
Isis,Verbeek,Fight Queen,"5' 4""",115 lbs.,"64.0""",Orthodox,5
Ernie,Verdicia,,"5' 11""",199 lbs.,--,Orthodox,0
Joe,Veres,,"5' 7""",155 lbs.,--,Orthodox,4
Nikolay,Veretennikov,,"6' 1""",170 lbs.,"74.0""",Orthodox,13
CJ,Vergara,,"5' 6""",125 lbs.,"68.0""",Orthodox,12
Renato,Verissimo,Charuto,"6' 1""",170 lbs.,--,Orthodox,7
Bryan,Vetell,,"6' 3""",265 lbs.,--,Southpaw,4
Marvin,Vettori,The Italian Dream,"6' 0""",185 lbs.,"74.0""",Southpaw,19
Hugo,Viana,Wolverine,"5' 6""",135 lbs.,"67.0""",Orthodox,8
Guilherme,Viana,,"6' 4""",205 lbs.,--,,7
Polyana,Viana,Dama de Ferro,"5' 5""",115 lbs.,"67.0""",Orthodox,13
Vitor,Vianna,,--,205 lbs.,--,Orthodox,12
James,Vick,The Texecutioner,"6' 3""",155 lbs.,"76.0""",Orthodox,13
Tamires,Vidal,Tractor,"5' 6""",135 lbs.,"68.0""",Orthodox,7
Milton,Vieira,Miltinho,"6' 0""",145 lbs.,--,Orthodox,13
Reginaldo,Vieira,,"5' 7""",135 lbs.,"65.0""",Orthodox,13
Ketlen,Vieira,Fenomeno,"5' 8""",135 lbs.,"68.0""",Orthodox,15
Rodolfo,Vieira,,"6' 0""",185 lbs.,"73.0""",Orthodox,11
Steve,Vigneault,Lionheart,"5' 10""",185 lbs.,--,Orthodox,12
Alejandro,Villalobos,,"5' 7""",145 lbs.,--,,17
DeMarco,Villalona,,"5' 9""",185 lbs.,--,,1
Gian,Villante,,"6' 3""",230 lbs.,"76.0""",Orthodox,17
Ike,Villanueva,Hurricane,"6' 1""",205 lbs.,"73.0""",Orthodox,18
Ruben,Villareal,Warpath,"6' 4""",265 lbs.,--,Orthodox,22
Armando,Villarreal,La Lumbre,"5' 7""",135 lbs.,"66.0""",Southpaw,5
Pablo,Villaseca,El Gallo,"5' 7""",155 lbs.,--,,12
Joey,Villasenor,Smokin' Joe,"6' 0""",185 lbs.,--,Orthodox,29
Danillo,Villefort,Indio,"6' 1""",185 lbs.,--,Orthodox,15
Yuri,Villefort,,"6' 0""",170 lbs.,"73.0""",Orthodox,10
Marcos,Vinicius,Vina,"5' 9""",125 lbs.,--,Orthodox,23
Brandon,Visher,The Viper,"5' 6""",135 lbs.,"68.0""",Orthodox,13
Falaniko,Vitale,Niko,"5' 10""",185 lbs.,--,Orthodox,30
Cheyanne,Vlismas,The Warrior Princess,"5' 3""",115 lbs.,"63.0""",Switch,7
Bobby,Voelker,Vicious,"6' 0""",170 lbs.,"74.0""",Orthodox,19
Mateo,Vogel,Carrapato,"5' 8""",145 lbs.,"71.0""",Orthodox,8
Danylo,Voievodkin,,"6' 4""",265 lbs.,"78.0""",Southpaw,7
Alexander,Volkanovski,The Great,"5' 6""",145 lbs.,"71.0""",Orthodox,27
Jacob,Volkmann,Christmas,"5' 9""",155 lbs.,"71.0""",Southpaw,19
Alexander,Volkov,Drago,"6' 7""",250 lbs.,"80.0""",Orthodox,38
Jason,Von Flue,Live Wire,"6' 0""",170 lbs.,--,Orthodox,14
Milco,Voorn,,--,220 lbs.,--,Orthodox,20
Mark,Vorgeas,,"5' 10""",135 lbs.,--,,5
Igor,Vovchanchyn,Ice Cold,"5' 8""",205 lbs.,--,Orthodox,55
Jordan,Vucenic,The Epidemic,"5' 10""",155 lbs.,"73.0""",Orthodox,13
James,Wade,,"5' 10""",205 lbs.,--,,4
Chris,Wade,,"5' 10""",155 lbs.,"70.0""",Orthodox,12
Neil,Wain,Old School,"5' 10""",242 lbs.,--,Orthodox,13
TJ,Waldburger,,"5' 11""",170 lbs.,"75.0""",Orthodox,16
Chase,Waldon,,"6' 1""",185 lbs.,"75.0""",Orthodox,11
Andre,Walker,,"5' 11""",205 lbs.,--,Southpaw,1
Herschel,Walker,,"6' 1""",215 lbs.,--,Orthodox,2
Donny,Walker,Eagle Eye,"5' 9""",135 lbs.,--,,15
Johnny,Walker,,"6' 6""",205 lbs.,"82.0""",Orthodox,21
Brogan,Walker,The Bear,"5' 4""",125 lbs.,"67.0""",Switch,8
Valter,Walker,The Clean Monster,"6' 6""",265 lbs.,"78.0""",Orthodox,14
Julius,Walker,Juice Box,"6' 4""",205 lbs.,"78.0""",Orthodox,6
Ben,Wall,Manimal,"5' 10""",155 lbs.,--,Orthodox,8
Crafton,Wallace,Blaze,"6' 0""",185 lbs.,--,Orthodox,18
Rodney,Wallace,Shonuff the Master,"5' 9""",205 lbs.,"72.0""",Switch,26
Jeremy,Wallace,,"5' 9""",--,--,,4
Randall,Wallace,Braveheart,"5' 11""",185 lbs.,"73.0""",Orthodox,15
James,Wallace,Jesse,"5' 10""",155 lbs.,"69.0""",Orthodox,5
Jim,Wallhead,Judo,"5' 10""",170 lbs.,--,Orthodox,29
Cory,Walmsley,Hardcore,"6' 0""",205 lbs.,--,Orthodox,8
Richard,Walsh,Filthy Rich,"6' 0""",170 lbs.,"73.0""",Orthodox,9
Patrick,Walsh,The Beast of the East,"5' 11""",185 lbs.,--,,10
Erick,Wanderlei,,"6' 1""",205 lbs.,--,Orthodox,3
Dimitiri,Wanderley,,--,205 lbs.,--,Orthodox,5
Andy,Wang,,"5' 6""",155 lbs.,--,Orthodox,7
Sai,Wang,The Fire Kylin,"6' 0""",170 lbs.,--,Southpaw,20
Anying,Wang,,"6' 0""",170 lbs.,--,Orthodox,2
Wang,Cong,The Joker,"5' 6""",125 lbs.,"66.0""",Southpaw,8
Joshua,Wang-Kim,Twin Dragon,"5' 9""",135 lbs.,"71.0""",Switch,5
Curt,Warburton,,"6' 0""",155 lbs.,"73.0""",Orthodox,13
Brennan,Ward,The Irish Bad Boy,"5' 10""",170 lbs.,"71.0""",,14
Charlie,Ward,,"5' 11""",170 lbs.,--,Orthodox,3
Terrion,Ware,Flash,"5' 8""",135 lbs.,"71.0""",Orthodox,17
Joe,Warren,,"5' 6""",135 lbs.,--,Orthodox,15
Brian,Warren,Mr. Unbreakable,"6' 0""",185 lbs.,--,Orthodox,18
Merritt,Warren,,"5' 10""",155 lbs.,--,Southpaw,3
Idris,Wasi,,"6' 0""",186 lbs.,--,,2
Kengo,Watanabe,,"6' 4""",220 lbs.,--,Orthodox,8
Kazuhisa,Watanabe,,"5' 6""",139 lbs.,--,,0
Ron,Waterman,H20,"6' 2""",280 lbs.,--,Orthodox,16
Andy,Waters,,"6' 0""",170 lbs.,--,,1
Dominic,Waters,Sho Nuff,"6' 1""",170 lbs.,"79.0""",Orthodox,9
Trey,Waters,The Truth,"6' 5""",170 lbs.,"77.0""",Orthodox,9
Michelle,Waterson-Gomez,The Karate Hottie,"5' 3""",115 lbs.,"62.0""",Orthodox,18
Sam,Watford,,--,155 lbs.,--,,2
Blake,Watkins,,--,185 lbs.,--,,5
Kyle,Watson,,"6' 0""",155 lbs.,--,Southpaw,13
Maka,Watson,,--,155 lbs.,--,,4
Walel,Watson,The Gazelle,"5' 11""",135 lbs.,"75.0""",Orthodox,14
Tom,Watson,Kong,"6' 1""",185 lbs.,"73.0""",Orthodox,17
Enrique,Watson,,--,185 lbs.,--,,3
Brok,Weaver,Chata Tuska,"6' 0""",155 lbs.,"73.0""",Southpaw,15
Jonavin,Webb,The Spyder,"5' 10""",170 lbs.,--,Orthodox,9
Stephanie,Webber,,"5' 6""",135 lbs.,--,,2
Royston,Wee,,"5' 7""",135 lbs.,"67.0""",Orthodox,4
Darian,Weeks,,"5' 11""",170 lbs.,"72.0""",Orthodox,5
Joshua,Weems,Wide Open,"5' 8""",135 lbs.,"69.0""",Orthodox,11
Daniel,Weichel,The Weasel,"5' 10""",145 lbs.,"70.0""",,39
Chris,Weidman,The All-American,"6' 2""",185 lbs.,"78.0""",Orthodox,16
Mark,Weir,The Wizard,"6' 2""",185 lbs.,--,Southpaw,21
Christian,Wellisch,The Hungarian Nightmare,"6' 2""",234 lbs.,"77.0""",Orthodox,8
Malcolm,Wellmaker,The Machine,"5' 10""",135 lbs.,"71.0""",Switch,10
Jeremiah,Wells,,"5' 9""",170 lbs.,"74.0""",Switch,12
Fabricio,Werdum,Vai Cavalo,"6' 4""",231 lbs.,"77.0""",Orthodox,24
Mike,Wessel,Juggernaut,"6' 0""",260 lbs.,--,Orthodox,15
Dustin,West,,"5' 11""",170 lbs.,--,,6
Sheldon,Westcott,,"6' 1""",170 lbs.,"71.0""",Southpaw,10
Aaron,Wetherspoon,Slam,--,170 lbs.,--,,9
Coty,Wheeler,Ox,"5' 6""",135 lbs.,"67.0""",Orthodox,14
Vernon,White,Tiger,"6' 0""",205 lbs.,--,Southpaw,26
Steve,White,,"5' 11""",175 lbs.,--,,1
Alex,White,The Spartan,"6' 0""",155 lbs.,"71.0""",Southpaw,13
Craig,White,The Thundercat,"6' 2""",170 lbs.,"76.0""",Orthodox,14
Patrik,White,Primetime,"6' 0""",155 lbs.,"72.0""",Orthodox,9
Robert,Whiteford,The Hammer,"5' 9""",145 lbs.,"69.0""",Southpaw,14
Mike,Whitehead,,"6' 1""",205 lbs.,--,Orthodox,27
Garett,Whiteley,Goodnight,"6' 0""",155 lbs.,"72.0""",Orthodox,7
Mitch,Whitesel,,"5' 9""",185 lbs.,--,,17
Emily,Whitmire,Spitfire,"5' 5""",125 lbs.,"63.0""",Orthodox,4
Robert,Whittaker,The Reaper,"6' 0""",185 lbs.,"73.0""",Orthodox,27
Josh,Wick,The White Mamba,"5' 9""",155 lbs.,"69.0""",Switch,12
Adam,Wieczorek,Siwy,"6' 5""",250 lbs.,"81.0""",Orthodox,10
Orlando,Wiet,The Gladiator,"5' 10""",170 lbs.,--,Southpaw,1
Jonathan,Wiezorek,,"6' 3""",250 lbs.,--,Southpaw,11
Jakub,Wiklacz,Masa,--,135 lbs.,--,,16
Justin,Wilcox,Silverback,"5' 6""",155 lbs.,--,Orthodox,14
Joe,Wilk,The Nose,"5' 9""",145 lbs.,--,,19
Aaron,Wilkinson,The Daywalker,"5' 10""",155 lbs.,--,Orthodox,11
Mike,Wilkinson,The Warrior,"5' 7""",145 lbs.,"66.0""",Orthodox,9
Rob,Wilkinson,Razor,"6' 3""",185 lbs.,"80.0""",Orthodox,11
James,Wilks,Lightning,"6' 1""",170 lbs.,"75.0""",Orthodox,7
Tedd,Williams,,"6' 1""",275 lbs.,--,Orthodox,7
